Card Name,Quantity,ID #,Rarity,Set,Collector #,Premium,Sideboarded,Annotation
"Compleated Huntmaster",1,110028,Uncommon,MOM,96/291,No,No,0
"Consuming Aetherborn",2,110030,Common,MOM,97/291,No,No,0
"Corrupted Conviction",2,110032,Common,MOM,98/291,No,No,0
"Deadly Derision",2,110034,Common,MOM,99/291,No,No,0
"Dreg Recycler",2,110036,Common,MOM,100/291,No,No,0
"Etched Familiar",2,110038,Common,MOM,101/291,No,No,0
"Etched Host Doombringer",2,110040,Common,MOM,102/291,No,No,0
"Failed Conversion",2,110042,Common,MOM,103/291,No,No,0
"Final Flourish",2,110044,Common,MOM,104/291,No,No,0
"Flitting Guerrilla",2,110046,Common,MOM,105/291,No,No,0
"Gift of Compleation",1,110048,Uncommon,MOM,106/291,No,No,0
"Glistening Deluge",1,110050,Uncommon,MOM,107/291,No,No,0
"Gloomfang Mauler",2,110052,Common,MOM,108/291,No,No,0
"Ichor Drinker",2,110058,Common,MOM,111/291,No,No,0
"Ichor Shade",2,110060,Common,MOM,112/291,No,No,0
"Invasion of Eldraine",1,110062,Uncommon,MOM,113a/291,No,No,0
"Invasion of Ulgrotha",1,110074,Uncommon,MOM,116a/291,No,No,0
"Merciless Repurposing",1,110078,Uncommon,MOM,117/291,No,No,0
"Mirrodin Avenged",2,110080,Common,MOM,118/291,No,No,0
"Nezumi Freewheeler",1,110082,Uncommon,MOM,119a/291,No,No,0
"Nezumi Informant",2,110086,Common,MOM,120/291,No,No,0
"Phyrexian Gargantua",1,110088,Uncommon,MOM,121/291,No,No,0
"Render Inert",1,110092,Uncommon,MOM,123/291,No,No,0
"Scorn-Blade Berserker",1,110094,Uncommon,MOM,124/291,No,No,0
"Tenured Oilcaster",2,110100,Common,MOM,126/291,No,No,0
"Traumatic Revelation",2,110102,Common,MOM,127/291,No,No,0
"Unseal the Necropolis",2,110104,Common,MOM,128/291,No,No,0
"Vanquish the Weak",2,110106,Common,MOM,129/291,No,No,0
"Akki Scrapchomper",2,110108,Common,MOM,130/291,No,No,0
"Beamtown Beatstick",2,110110,Common,MOM,131/291,No,No,0
"Burning Sun's Fury",2,110114,Common,MOM,133/291,No,No,0
"Coming In Hot",2,110120,Common,MOM,136/291,No,No,0
"Fearless Skald",1,110126,Uncommon,MOM,138/291,No,No,0
"Furnace Gremlin",1,110128,Uncommon,MOM,139/291,No,No,0
"Furnace Host Charger",2,110130,Common,MOM,140/291,No,No,0
"Furnace Reins",1,110132,Uncommon,MOM,141/291,No,No,0
"Hangar Scrounger",2,110134,Common,MOM,142/291,No,No,0
"Harried Artisan",1,110136,Uncommon,MOM,143a/291,No,No,0
"Invasion of Mercadia",1,110150,Uncommon,MOM,147a/291,No,No,0
"Invasion of Regatha",1,110154,Uncommon,MOM,148a/291,No,No,0
"Karsus Depthguard",2,110162,Common,MOM,150/291,No,No,0
"Khenra Spellspear",1,110164,Uncommon,MOM,151a/291,No,No,0
"Lithomantic Barrage",1,110168,Uncommon,MOM,152/291,No,No,0
"Marauding Dreadship",2,110170,Common,MOM,153/291,No,No,0
"Mirran Banesplitter",2,110172,Common,MOM,154/291,No,No,0
"Onakke Javelineer",2,110176,Common,MOM,156/291,No,No,0
"Pyretic Prankster",2,110178,Common,MOM,157a/291,No,No,0
"Ral's Reinforcements",2,110182,Common,MOM,158/291,No,No,0
"Ramosian Greatsword",1,110184,Uncommon,MOM,159/291,No,No,0
"Redcap Heelslasher",2,110188,Common,MOM,161/291,No,No,0
"Scrappy Bruiser",1,110190,Uncommon,MOM,162/291,No,No,0
"Searing Barb",2,110192,Common,MOM,163/291,No,No,0
"Shatter the Source",2,110194,Common,MOM,164/291,No,No,0
"Shivan Branch-Burner",1,110196,Uncommon,MOM,165/291,No,No,0
"Stoke the Flames",1,110198,Uncommon,MOM,166/291,No,No,0
"Thrashing Frontliner",2,110200,Common,MOM,167/291,No,No,0
"Trailblazing Historian",2,110202,Common,MOM,168/291,No,No,0
"Volcanic Spite",2,110208,Common,MOM,170/291,No,No,0
"War-Trained Slasher",2,110212,Common,MOM,172/291,No,No,0
"Wrenn's Resolve",2,110214,Common,MOM,173/291,No,No,0
"Arachnoid Adaptation",2,110218,Common,MOM,175/291,No,No,0
"Atraxa's Fall",2,110220,Common,MOM,176/291,No,No,0
"Blighted Burgeoning",2,110222,Common,MOM,177/291,No,No,0
"Bonded Herdbeast",2,110224,Common,MOM,178a/291,No,No,0
"Chomping Kavu",2,110228,Common,MOM,179/291,No,No,0
"Converter Beast",2,110230,Common,MOM,180/291,No,No,0
"Copper Host Crusher",1,110232,Uncommon,MOM,181/291,No,No,0
"Cosmic Hunger",2,110234,Common,MOM,182/291,No,No,0
"Crystal Carapace",2,110236,Common,MOM,183/291,No,No,0
"Fertilid's Favor",2,110242,Common,MOM,186/291,No,No,0
"Gnottvold Hermit",1,110246,Uncommon,MOM,188a/291,No,No,0
"Herbology Instructor",1,110250,Uncommon,MOM,189a/291,No,No,0
"Invasion of Muraganda",1,110262,Uncommon,MOM,192a/291,No,No,0
"Invasion of Zendikar",1,110270,Uncommon,MOM,194a/291,No,No,0
"Iridescent Blademaster",2,110274,Common,MOM,195/291,No,No,0
"Kami of Whispered Hopes",1,110276,Uncommon,MOM,196/291,No,No,0
"Overgrown Pest",2,110278,Common,MOM,197/291,No,No,0
"Placid Rottentail",2,110282,Common,MOM,199/291,No,No,0
"Portent Tracker",2,110288,Common,MOM,201/291,No,No,0
"Ravenous Sailback",1,110290,Uncommon,MOM,202/291,No,No,0
"Sandstalker Moloch",1,110292,Uncommon,MOM,203/291,No,No,0
"Seed of Hope",2,110294,Common,MOM,204/291,No,No,0
"Serpent-Blade Assailant",2,110296,Common,MOM,205/291,No,No,0
"Storm the Seedcore",1,110298,Uncommon,MOM,206/291,No,No,0
"Streetwise Negotiator",1,110300,Uncommon,MOM,207/291,No,No,0
"Tandem Takedown",1,110302,Uncommon,MOM,208/291,No,No,0
"Tangled Skyline",1,110304,Uncommon,MOM,209/291,No,No,0
"Timberland Ancient",2,110306,Common,MOM,210/291,No,No,0
"Vengeant Earth",2,110310,Common,MOM,212/291,No,No,0
"War Historian",2,110316,Common,MOM,214/291,No,No,0
"Wary Thespian",2,110318,Common,MOM,215/291,No,No,0
"Wildwood Escort",2,110320,Common,MOM,216/291,No,No,0
"Botanical Brawler",1,110328,Uncommon,MOM,220/291,No,No,0
"Elvish Vatkeeper",1,110334,Uncommon,MOM,223/291,No,No,0
"Halo Forager",1,110342,Uncommon,MOM,227/291,No,No,0
"Invasion of Amonkhet",1,110352,Uncommon,MOM,231a/291,No,No,0
"Invasion of Azgol",1,110356,Uncommon,MOM,232a/291,No,No,0
"Invasion of Ergamon",1,110360,Uncommon,MOM,233a/291,No,No,0
"Invasion of Kaladesh",1,110364,Uncommon,MOM,234a/291,No,No,0
"Invasion of Kylem",1,110368,Uncommon,MOM,235a/291,No,No,0
"Invasion of Lorwyn",1,110372,Uncommon,MOM,236a/291,No,No,0
"Invasion of Moag",1,110376,Uncommon,MOM,237a/291,No,No,0
"Invasion of New Capenna",1,110380,Uncommon,MOM,238a/291,No,No,0
"Invasion of Pyrulea",1,110388,Uncommon,MOM,240a/291,No,No,0
"Invasion of Xerex",1,110396,Uncommon,MOM,242a/291,No,No,0
"Joyful Stormsculptor",1,110400,Uncommon,MOM,243/291,No,No,0
"Marshal of Zhalfir",1,110406,Uncommon,MOM,246/291,No,No,0
"Mirror-Shield Hoplite",1,110408,Uncommon,MOM,247/291,No,No,0
"Mutagen Connoisseur",1,110410,Uncommon,MOM,248/291,No,No,0
"Rampaging Geoderm",1,110416,Uncommon,MOM,251/291,No,No,0
"Sculpted Perfection",1,110420,Uncommon,MOM,253/291,No,No,0
"Stormclaw Rager",1,110422,Uncommon,MOM,254/291,No,No,0
"Flywheel Racer",2,110432,Common,MOM,259/291,No,No,0
"Halo Hopper",2,110434,Common,MOM,260/291,No,No,0
"Kitesail",2,110436,Common,MOM,261/291,No,No,0
"Phyrexian Archivist",2,110438,Common,MOM,262/291,No,No,0
"Skittering Surveyor",2,110442,Common,MOM,264/291,No,No,0
"Urn of Godfire",2,110446,Common,MOM,266/291,No,No,0
"Bloodfell Caves",2,110448,Land,MOM,267/291,No,No,0
"Blossoming Sands",2,110450,Land,MOM,268/291,No,No,0
"Dismal Backwater",2,110452,Land,MOM,269/291,No,No,0
"Jungle Hollow",2,110454,Land,MOM,270/291,No,No,0
"Rugged Highlands",2,110456,Land,MOM,271/291,No,No,0
"Scoured Barrens",2,110458,Land,MOM,272/291,No,No,0
"Swiftwater Cliffs",2,110460,Land,MOM,273/291,No,No,0
"Thornwood Falls",2,110462,Land,MOM,274/291,No,No,0
"Tranquil Cove",2,110464,Land,MOM,275/291,No,No,0
"Wind-Scarred Crag",2,110466,Land,MOM,276/291,No,No,0
"Merry, Esquire of Rohan",1,111598,Rare,LTR,437,No,No,0
"Elrond, Master of Healing",1,111618,Rare,LTR,447,No,No,0
"Assault on Osgiliath",1,111724,Rare,LTR,386,No,No,0
"Thunderous Debut",1,116196,Promo,WOE,359,No,No,0
"Archon's Glory",2,116292,Common,WOE,2,No,No,0
"Armory Mice",2,116294,Common,WOE,3,No,No,0
"Besotted Knight",2,116296,Common,WOE,4,No,No,0
"Break the Spell",2,116300,Common,WOE,5,No,No,0
"Charmed Clothier",2,116302,Common,WOE,6,No,No,0
"Cheeky House-Mouse",1,116304,Uncommon,WOE,7,No,No,0
"Cooped Up",2,116308,Common,WOE,8,No,No,0
"Cursed Courtier",1,116310,Uncommon,WOE,9,No,No,0
"Discerning Financier",1,116312,Uncommon,WOE,10,No,No,0
"Dutiful Griffin",1,116314,Uncommon,WOE,11,No,No,0
"Eerie Interference",1,116316,Uncommon,WOE,12,No,No,0
"Frostbridge Guard",2,116320,Common,WOE,14,No,No,0
"Gallant Pie-Wielder",1,116322,Uncommon,WOE,15,No,No,0
"Glass Casket",1,116324,Uncommon,WOE,16,No,No,0
"Hopeful Vigil",2,116326,Common,WOE,17,No,No,0
"Kellan's Lightblades",2,116328,Common,WOE,18,No,No,0
"Knight of Doves",1,116330,Uncommon,WOE,19,No,No,0
"Moment of Valor",2,116332,Common,WOE,20,No,No,0
"Plunge into Winter",2,116336,Common,WOE,22,No,No,0
"The Princess Takes Flight",1,116338,Uncommon,WOE,23,No,No,0
"Protective Parents",2,116340,Common,WOE,24,No,No,0
"Return Triumphant",2,116344,Common,WOE,26,No,No,0
"Rimefur Reindeer",2,116346,Common,WOE,27,No,No,0
"Savior of the Sleeping",2,116348,Common,WOE,28,No,No,0
"Slumbering Keepguard",2,116350,Common,WOE,29,No,No,0
"Solitary Sanctuary",1,116352,Uncommon,WOE,30,No,No,0
"Stockpiling Celebrant",2,116356,Common,WOE,32,No,No,0
"Stroke of Midnight",1,116358,Uncommon,WOE,33,No,No,0
"Tuinvale Guide",2,116364,Common,WOE,36,No,No,0
"Unassuming Sage",2,116366,Common,WOE,37,No,No,0
"Aquatic Alchemist",2,116374,Common,WOE,40,No,No,0
"Archive Dragon",1,116378,Uncommon,WOE,41,No,No,0
"Beluna's Gatekeeper",2,116382,Common,WOE,43,No,No,0
"Bitter Chill",1,116386,Uncommon,WOE,44,No,No,0
"Chancellor of Tales",1,116388,Uncommon,WOE,45,No,No,0
"Diminisher Witch",2,116390,Common,WOE,46,No,No,0
"Disdainful Stroke",1,116392,Uncommon,WOE,47,No,No,0
"Freeze in Place",2,116398,Common,WOE,50,No,No,0
"Gadwick's First Duel",1,116400,Uncommon,WOE,51,No,No,0
"Galvanic Giant",1,116402,Uncommon,WOE,52,No,No,0
"Ice Out",2,116410,Common,WOE,54,No,No,0
"Icewrought Sentry",1,116412,Uncommon,WOE,55,No,No,0
"Into the Fae Court",2,116416,Common,WOE,57,No,No,0
"Johann's Stopgap",2,116418,Common,WOE,58,No,No,0
"Living Lectern",2,116420,Common,WOE,59,No,No,0
"Merfolk Coralsmith",2,116422,Common,WOE,60,No,No,0
"Misleading Motes",2,116424,Common,WOE,61,No,No,0
"Mocking Sprite",2,116426,Common,WOE,62,No,No,0
"Obyra's Attendants",2,116428,Common,WOE,63,No,No,0
"Picklock Prankster",1,116432,Uncommon,WOE,64,No,No,0
"Quick Study",2,116436,Common,WOE,65,No,No,0
"Sleight of Hand",2,116440,Common,WOE,67,No,No,0
"Snaremaster Sprite",2,116442,Common,WOE,68,No,No,0
"Spell Stutter",2,116444,Common,WOE,69,No,No,0
"Splashy Spellcaster",1,116446,Uncommon,WOE,70,No,No,0
"Stormkeld Prowler",2,116448,Common,WOE,71,No,No,0
"Succumb to the Cold",1,116450,Uncommon,WOE,72,No,No,0
"Tenacious Tomeseeker",1,116454,Uncommon,WOE,74,No,No,0
"Vantress Transmuter",2,116456,Common,WOE,75,No,No,0
"Water Wings",2,116464,Common,WOE,77,No,No,0
"Ashiok's Reaper",1,116468,Uncommon,WOE,79,No,No,0
"Back for Seconds",1,116470,Uncommon,WOE,80,No,No,0
"Barrow Naughty",2,116472,Common,WOE,81,No,No,0
"Candy Grapple",2,116476,Common,WOE,83,No,No,0
"Conceited Witch",2,116478,Common,WOE,84,No,No,0
"Dream Spoilers",1,116482,Uncommon,WOE,85,No,No,0
"Ego Drain",1,116484,Uncommon,WOE,86,No,No,0
"Eriette's Whisper",2,116488,Common,WOE,88,No,No,0
"Faerie Dreamthief",1,116490,Uncommon,WOE,89,No,No,0
"Faerie Fencing",1,116492,Uncommon,WOE,90,No,No,0
"Feed the Cauldron",2,116494,Common,WOE,91,No,No,0
"Fell Horseman",2,116496,Common,WOE,92,No,No,0
"High Fae Negotiator",1,116504,Uncommon,WOE,94,No,No,0
"Hopeless Nightmare",2,116506,Common,WOE,95,No,No,0
"Lord Skitter's Butcher",1,116514,Uncommon,WOE,99,No,No,0
"Mintstrosity",2,116516,Common,WOE,100,No,No,0
"Not Dead After All",2,116518,Common,WOE,101,No,No,0
"Rat Out",2,116522,Common,WOE,103,No,No,0
"Rowan's Grim Search",2,116524,Common,WOE,104,No,No,0
"Scream Puff",2,116526,Common,WOE,105,No,No,0
"Shatter the Oath",2,116528,Common,WOE,106,No,No,0
"Stingblade Assassin",2,116534,Common,WOE,109,No,No,0
"Sugar Rush",2,116536,Common,WOE,110,No,No,0
"Sweettooth Witch",2,116538,Common,WOE,111,No,No,0
"Taken by Nightmares",1,116540,Uncommon,WOE,112,No,No,0
"Twisted Sewer-Witch",1,116544,Uncommon,WOE,114,No,No,0
"Voracious Vermin",2,116550,Common,WOE,116,No,No,0
"Warehouse Tabby",2,116552,Common,WOE,117,No,No,0
"Wicked Visitor",2,116554,Common,WOE,118,No,No,0
"The Witch's Vanity",1,116556,Uncommon,WOE,119,No,No,0
"Belligerent of the Ball",1,116558,Uncommon,WOE,120,No,No,0
"Bellowing Bruiser",2,116560,Common,WOE,121,No,No,0
"Bespoke Battlegarb",2,116564,Common,WOE,122,No,No,0
"Boundary Lands Ranger",1,116566,Uncommon,WOE,123,No,No,0
"Cut In",2,116570,Common,WOE,125,No,No,0
"Edgewall Pack",2,116572,Common,WOE,126,No,No,0
"Embereth Veteran",1,116574,Uncommon,WOE,127,No,No,0
"Flick a Coin",2,116576,Common,WOE,128,No,No,0
"Frantic Firebolt",2,116580,Common,WOE,130,No,No,0
"Gnawing Crescendo",2,116582,Common,WOE,131,No,No,0
"Grabby Giant",2,116586,Common,WOE,133,No,No,0
"Grand Ball Guest",2,116590,Common,WOE,134,No,No,0
"Harried Spearguard",2,116592,Common,WOE,135,No,No,0
"Hearth Elemental",1,116594,Uncommon,WOE,136,No,No,0
"Kindled Heroism",2,116600,Common,WOE,138,No,No,0
"Korvold and the Noble Thief",1,116602,Uncommon,WOE,139,No,No,0
"Merry Bards",2,116604,Common,WOE,140,No,No,0
"Minecart Daredevil",2,116606,Common,WOE,141,No,No,0
"Monstrous Rage",1,116610,Uncommon,WOE,142,No,No,0
"Ratcatcher Trainee",2,116614,Common,WOE,144,No,No,0
"Redcap Thief",2,116622,Common,WOE,147,No,No,0
"Skewer Slinger",2,116626,Common,WOE,149,No,No,0
"Stonesplitter Bolt",1,116630,Uncommon,WOE,151,No,No,0
"Tattered Ratter",1,116632,Uncommon,WOE,152,No,No,0
"Torch the Tower",2,116634,Common,WOE,153,No,No,0
"Twisted Fealty",1,116636,Uncommon,WOE,154,No,No,0
"Two-Headed Hunter",1,116638,Uncommon,WOE,155,No,No,0
"Unruly Catapult",2,116642,Common,WOE,156,No,No,0
"Witch's Mark",2,116648,Common,WOE,158,No,No,0
"Witchstalker Frenzy",1,116650,Uncommon,WOE,159,No,No,0
"Agatha's Champion",1,116652,Uncommon,WOE,160,No,No,0
"Beanstalk Wurm",2,116654,Common,WOE,161,No,No,0
"Bestial Bloodline",2,116658,Common,WOE,162,No,No,0
"Brave the Wilds",2,116666,Common,WOE,165,No,No,0
"Commune with Nature",2,116668,Common,WOE,166,No,No,0
"Curse of the Werefox",2,116670,Common,WOE,167,No,No,0
"Ferocious Werefox",2,116676,Common,WOE,170,No,No,0
"Graceful Takedown",1,116680,Uncommon,WOE,171,No,No,0
"Hamlet Glutton",2,116684,Common,WOE,173,No,No,0
"Hollow Scavenger",2,116686,Common,WOE,174,No,No,0
"Howling Galefang",1,116690,Uncommon,WOE,175,No,No,0
"Leaping Ambush",2,116694,Common,WOE,177,No,No,0
"Night of the Sweets' Revenge",1,116696,Uncommon,WOE,178,No,No,0
"Redtooth Genealogist",2,116698,Common,WOE,179,No,No,0
"Redtooth Vanguard",1,116700,Uncommon,WOE,180,No,No,0
"Return from the Wilds",2,116702,Common,WOE,181,No,No,0
"Rootrider Faun",2,116704,Common,WOE,182,No,No,0
"Royal Treatment",1,116706,Uncommon,WOE,183,No,No,0
"Skybeast Tracker",2,116710,Common,WOE,185,No,No,0
"Spider Food",2,116712,Common,WOE,186,No,No,0
"Stormkeld Vanguard",1,116714,Uncommon,WOE,187,No,No,0
"Tanglespan Lookout",1,116718,Uncommon,WOE,188,No,No,0
"Territorial Witchstalker",2,116720,Common,WOE,189,No,No,0
"Titanic Growth",2,116724,Common,WOE,191,No,No,0
"Toadstool Admirer",2,116726,Common,WOE,192,No,No,0
"Tough Cookie",1,116728,Uncommon,WOE,193,No,No,0
"Troublemaker Ouphe",2,116730,Common,WOE,194,No,No,0
"Verdant Outrider",2,116734,Common,WOE,196,No,No,0
"Welcome to Sweettooth",1,116740,Uncommon,WOE,198,No,No,0
"Ash, Party Crasher",1,116746,Uncommon,WOE,201,No,No,0
"Greta, Sweettooth Scourge",1,116754,Uncommon,WOE,205,No,No,0
"Johann, Apprentice Sorcerer",1,116758,Uncommon,WOE,207,No,No,0
"Neva, Stalked by Nightmares",1,116762,Uncommon,WOE,209,No,No,0
"Obyra, Dreaming Duelist",1,116764,Uncommon,WOE,210,No,No,0
"Ruby, Daring Tracker",1,116768,Uncommon,WOE,212,No,No,0
"Sharae of Numbing Depths",1,116770,Uncommon,WOE,213,No,No,0
"Syr Armont, the Redeemer",1,116772,Uncommon,WOE,214,No,No,0
"Totentanz, Swarm Piper",1,116776,Uncommon,WOE,216,No,No,0
"Troyan, Gutsy Explorer",1,116778,Uncommon,WOE,217,No,No,0
"Callous Sell-Sword",1,116788,Uncommon,WOE,221,No,No,0
"Frolicking Familiar",1,116808,Uncommon,WOE,226,No,No,0
"Gingerbread Hunter",1,116812,Uncommon,WOE,227,No,No,0
"Imodane's Recruiter",1,116820,Uncommon,WOE,229,No,No,0
"Picnic Ruiner",1,116832,Uncommon,WOE,232,No,No,0
"Shrouded Shepherd",1,116848,Uncommon,WOE,236,No,No,0
"Spellscorn Coven",1,116852,Uncommon,WOE,237,No,No,0
"Tempest Hart",1,116856,Uncommon,WOE,238,No,No,0
"Threadbind Clique",1,116860,Uncommon,WOE,239,No,No,0
"Woodland Acolyte",1,116868,Uncommon,WOE,241,No,No,0
"Candy Trail",2,116874,Common,WOE,243,No,No,0
"Collector's Vault",1,116876,Uncommon,WOE,244,No,No,0
"Eriette's Tempting Apple",1,116878,Uncommon,WOE,245,No,No,0
"Gingerbrute",2,116880,Common,WOE,246,No,No,0
"Prophetic Prism",2,116886,Common,WOE,249,No,No,0
"Scarecrow Guide",2,116888,Common,WOE,250,No,No,0
"Soul-Guide Lantern",1,116890,Uncommon,WOE,251,No,No,0
"Three Bowls of Porridge",1,116894,Uncommon,WOE,253,No,No,0
"Crystal Grotto",2,116896,Common,WOE,254,No,No,0
"Edgewall Inn",1,116898,Uncommon,WOE,255,No,No,0
"Evolving Wilds",2,116900,Common,WOE,256,No,No,0
"Sanguine Evangelist",1,117560,Promo,LCI,356,No,No,0
"Souls of the Lost",1,117596,Promo,LCI,369,No,No,0
"Acrobatic Leap",2,117780,Common,LCI,2,No,No,0
"Adaptive Gemguard",2,117782,Common,LCI,3,No,No,0
"Attentive Sunscribe",2,117784,Common,LCI,4,No,No,0
"Bat Colony",1,117786,Uncommon,LCI,5,No,No,0
"Clay-Fired Bricks",1,117788,Uncommon,LCI,6a,No,No,0
"Cosmium Blast",2,117792,Common,LCI,7,No,No,0
"Dauntless Dismantler",1,117794,Uncommon,LCI,8,No,No,0
"Deconstruction Hammer",2,117796,Common,LCI,9,No,No,0
"Dusk Rose Reliquary",1,117798,Uncommon,LCI,10,No,No,0
"Envoy of Okinec Ahau",2,117800,Common,LCI,11,No,No,0
"Family Reunion",2,117804,Common,LCI,13,No,No,0
"Glorifier of Suffering",2,117808,Common,LCI,15,No,No,0
"Guardian of the Great Door",1,117810,Uncommon,LCI,16,No,No,0
"Helping Hand",1,117812,Uncommon,LCI,17,No,No,0
"Ironpaw Aspirant",2,117814,Common,LCI,18,No,No,0
"Kinjalli's Dawnrunner",1,117816,Uncommon,LCI,19,No,No,0
"Malamet War Scribe",1,117820,Uncommon,LCI,21,No,No,0
"Market Gnome",1,117822,Uncommon,LCI,22,No,No,0
"Might of the Ancestors",1,117824,Uncommon,LCI,23,No,No,0
"Miner's Guidewing",2,117826,Common,LCI,24,No,No,0
"Mischievous Pup",1,117828,Uncommon,LCI,25,No,No,0
"Oltec Archaeologists",2,117834,Common,LCI,27,No,No,0
"Oltec Cloud Guard",2,117836,Common,LCI,28,No,No,0
"Oteclan Landmark",2,117838,Common,LCI,29a,No,No,0
"Petrify",2,117842,Common,LCI,30,No,No,0
"Quicksand Whirlpool",2,117844,Common,LCI,31,No,No,0
"Ruin-Lurker Bat",1,117848,Uncommon,LCI,33,No,No,0
"Soaring Sandwing",2,117852,Common,LCI,35,No,No,0
"Spring-Loaded Sawblades",1,117854,Uncommon,LCI,36a,No,No,0
"Thousand Moons Crackshot",2,117858,Common,LCI,37,No,No,0
"Thousand Moons Infantry",2,117860,Common,LCI,38,No,No,0
"Tinker's Tote",2,117866,Common,LCI,40,No,No,0
"Vanguard of the Rose",1,117872,Uncommon,LCI,42,No,No,0
"Ancestral Reminiscence",2,117878,Common,LCI,45,No,No,0
"Brackish Blunder",2,117880,Common,LCI,46,No,No,0
"Chart a Course",1,117886,Uncommon,LCI,48,No,No,0
"Cogwork Wrestler",2,117888,Common,LCI,49,No,No,0
"Confounding Riddle",1,117890,Uncommon,LCI,50,No,No,0
"Council of Echoes",1,117892,Uncommon,LCI,51,No,No,0
"Didact Echo",2,117896,Common,LCI,53,No,No,0
"Eaten by Piranhas",1,117898,Uncommon,LCI,54,No,No,0
"Frilled Cave-Wurm",2,117908,Common,LCI,57,No,No,0
"Hermitic Nautilus",1,117910,Uncommon,LCI,58,No,No,0
"Hurl into History",1,117912,Uncommon,LCI,59,No,No,0
"Inverted Iceberg",2,117914,Common,LCI,60a,No,No,0
"Lodestone Needle",1,117920,Uncommon,LCI,62a,No,No,0
"Marauding Brinefang",2,117926,Common,LCI,64,No,No,0
"Merfolk Cave-Diver",1,117928,Uncommon,LCI,65,No,No,0
"Oaken Siren",2,117930,Common,LCI,66,No,No,0
"Orazca Puzzle-Door",2,117936,Common,LCI,68,No,No,0
"Out of Air",2,117938,Common,LCI,69,No,No,0
"Pirate Hat",2,117940,Common,LCI,70,No,No,0
"Relic's Roar",2,117942,Common,LCI,71,No,No,0
"River Herald Scout",2,117944,Common,LCI,72,No,No,0
"Sage of Days",2,117946,Common,LCI,73,No,No,0
"Self-Reflection",1,117948,Uncommon,LCI,74,No,No,0
"Shipwreck Sentry",2,117950,Common,LCI,75,No,No,0
"Sinuous Benthisaur",1,117952,Uncommon,LCI,76,No,No,0
"Song of Stupefaction",2,117954,Common,LCI,77,No,No,0
"Spyglass Siren",1,117956,Uncommon,LCI,78,No,No,0
"Staunch Crewmate",1,117958,Uncommon,LCI,79,No,No,0
"Unlucky Drop",2,117964,Common,LCI,82,No,No,0
"Waterlogged Hulk",1,117966,Uncommon,LCI,83a,No,No,0
"Waterwind Scout",2,117970,Common,LCI,84,No,No,0
"Waylaying Pirates",2,117972,Common,LCI,85,No,No,0
"Zoetic Glyph",1,117974,Uncommon,LCI,86,No,No,0
"Abyssal Gorestalker",1,117976,Uncommon,LCI,87,No,No,0
"Acolyte of Aclazotz",2,117982,Common,LCI,89,No,No,0
"Another Chance",2,117984,Common,LCI,90,No,No,0
"Bloodthorn Flail",1,117990,Uncommon,LCI,93,No,No,0
"Broodrage Mycoid",2,117994,Common,LCI,95,No,No,0
"Canonized in Blood",1,117996,Uncommon,LCI,96,No,No,0
"Chupacabra Echo",1,117998,Uncommon,LCI,97,No,No,0
"Dead Weight",2,118002,Common,LCI,99,No,No,0
"Deathcap Marionette",2,118004,Common,LCI,100,No,No,0
"Deep Goblin Skulltaker",2,118006,Common,LCI,101,No,No,0
"Deep-Cavern Bat",1,118008,Uncommon,LCI,102,No,No,0
"Defossilize",1,118010,Uncommon,LCI,103,No,No,0
"Echo of Dusk",2,118012,Common,LCI,104,No,No,0
"Fanatical Offering",2,118014,Common,LCI,105,No,No,0
"Fungal Fortitude",2,118016,Common,LCI,106,No,No,0
"Gargantuan Leech",1,118018,Uncommon,LCI,107,No,No,0
"Grasping Shadows",1,118020,Uncommon,LCI,108a,No,No,0
"Greedy Freebooter",2,118024,Common,LCI,109,No,No,0
"Join the Dead",2,118026,Common,LCI,110,No,No,0
"Malicious Eclipse",1,118028,Uncommon,LCI,111,No,No,0
"Mephitic Draught",2,118030,Common,LCI,112,No,No,0
"Primordial Gnawer",2,118034,Common,LCI,114,No,No,0
"Rampaging Spiketail",2,118038,Common,LCI,116,No,No,0
"Ray of Ruin",2,118040,Common,LCI,117,No,No,0
"Screaming Phantom",2,118042,Common,LCI,118,No,No,0
"Skullcap Snail",2,118044,Common,LCI,119,No,No,0
"Soulcoil Viper",1,118046,Uncommon,LCI,120,No,No,0
"Stinging Cave Crawler",1,118054,Uncommon,LCI,124,No,No,0
"Synapse Necromage",1,118056,Uncommon,LCI,125,No,No,0
"Tithing Blade",2,118064,Common,LCI,128a,No,No,0
"Visage of Dread",1,118068,Uncommon,LCI,129a,No,No,0
"Vito's Inquisitor",2,118072,Common,LCI,130,No,No,0
"Abrade",2,118074,Common,LCI,131,No,No,0
"Ancestors' Aid",2,118076,Common,LCI,132,No,No,0
"Belligerent Yearling",1,118078,Uncommon,LCI,133,No,No,0
"Brass's Tunnel-Grinder",1,118082,Rare,LCI,135a,No,No,0
"Brazen Blademaster",2,118086,Common,LCI,136,No,No,0
"Burning Sun Cavalry",2,118090,Common,LCI,138,No,No,0
"Calamitous Cave-In",1,118092,Uncommon,LCI,139,No,No,0
"Child of the Volcano",2,118094,Common,LCI,140,No,No,0
"Curator of Sun's Creation",1,118096,Uncommon,LCI,141,No,No,0
"Daring Discovery",2,118098,Common,LCI,142,No,No,0
"Diamond Pick-Axe",1,118100,Uncommon,LCI,143,No,No,0
"Dinotomaton",2,118102,Common,LCI,144,No,No,0
